Curvature_mean,Area_mean,Length_mean,Euclid_Length_mean,Width_mean,Diff_Width_mean,Whole_Perimeter,Whole_Area,Num_Edge,Num_Node,Node_Radius_mean,Num_Edge_per_Node_mean,Num_Cell_per_Edge_mean,Num_Cell_per_Node_mean,Depth_Edge_mean,Depth_Node_mean,Curvature_std,Area_std,Length_std,Euclid_Length_std,Width_std,Diff_Width_std,Node_Radius_std,Num_Edge_per_Node_std,Num_Cell_per_Edge_std,Num_Cell_per_Node_std,Depth_Edge_std,Depth_Node_std
2.34183281696817,3274.3859649122805,166.50713620896926,72.89455672042769,16.54918269707401,16.638963880062775,11848.402806162834,187192.0,57.0,33.0,20.78787878787879,3.606060606060606,312.10526315789474,195.8181818181818,253.26187026800943,222.44387401890842,1.1192019361626222,4266.586645717751,132.74909980912852,56.325474158047186,12.011939564639958,15.062079180071866,13.754905627949341,1.229421986369745,471.09252207848095,304.8722986059906,1.3431710190275126,82.62220721386642
